Participant ID,Q. 1 In which industry have you been primarily employed-Please choose one of the following answers.,In which industry have you been primarily employed-Please choose one of the following answers. [Other],Q 2. What is the highest qualification you hold-Please choose one of the following answers.,What is the highest qualification you hold-Please choose one of the following answers. [Other],Q. 3 What is the institution where you completed your highest qualification- Please enter in the text box below.,Q. 4 When did you receive your highest qualification-Please enter the year in the box below.,Q. 5 How many years have you worked in your profession-Please choose one of the following answers.,"Q. 6 What is the country and state of your organisation-
Please enter in the text box below.",Q. 7 In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],Q. 8 In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],Q. 9 In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],Q. 10 In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],Q. 11 In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],"Q. 12 Do any reference materials directly influence the concepts and terminology of your publications or reports-
Please select yes or no. Please name your most influential reference material in the comment section.","Q. 13 If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","Q. 14 If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []",Q. 15 Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Q. 16 Do you provide meaningful definitions for key terms in your publications and/or datasets-Please choose one of the following answers.,Q. 17 Do other archaeologists provide meaningful definitions for key terms in their publications and/or datasets-Please choose one of the following answers.,"Q. 18 Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I create new recording systems]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I inherit recording systems from an unknown source]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [Other]","Q. 19 If you answered the above question, and you borrow or adapt an existing system, please specify which system.",Q. 20 What working environments have most influenced the development of your concepts and terminology- [Ranking 1],What working environments have most influenced the development of your concepts and terminology- [Ranking 2],What working environments have most influenced the development of your concepts and terminology- [Ranking 3],What working environments have most influenced the development of your concepts and terminology- [Ranking 4],What working environments have most influenced the development of your concepts and terminology- [Ranking 5],What working environments have most influenced the development of your concepts and terminology- [Ranking 6],What working environments have most influenced the development of your concepts and terminology- [Ranking 7],"Q. 21 If you included ""other"", please specify.",Q. 22 What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 1],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 2],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 3],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 4],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 5],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 6],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 7],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 8],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 9],"Q. 23 If you included ""other"", please specify.",Q. 24 Do you think there is a lack of standardised vocabulary in archaeological literature/reports-Please choose one of the following answers.,"Q. 25 If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section.","If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section. - comment",Q. 26 Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms-,Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms- - comment,"Q. 27 To what extent would you consider your own lexicon to be part of a wider, accepted vocabulary within your sub-discipline(s)-
Please choose one of the following answers.",Q. 28 Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],"Q. 29 Please describe in a few words an example where a disagreement over the definition of a term had a significant impact on research, analysis, or understanding. Please name the term, and provide a brief description. Leave blank if not applicable.","Q. 30 How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your chronological period(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your methodological practice(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your sub-discipline(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [Outside your sub-discipline(s)-]","Q. 31 When I work with other colleagues, I have to learn new terms to fit in with their workflow.Please choose one of the following answers.","Q. 32 A Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists across all sub-disciplines share common core concepts and terminology.]","Q. 32 B Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature across all sub-disciplines, I see a commonly shared bank of concepts and terminology.]","Q. 32 C Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists in my sub-discipline(s) share common core concepts and terminology.]","Q. 32 D Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature in my sub-discipline(s), I see a commonly shared bank of concepts and terminology.]",Q. 33 What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],Q. 34 When does the standardisation of terminology become most important-Please choose one of the following answers.,When does the standardisation of terminology become most important-Please choose one of the following answers. [Other],"Q. 35 Thank you for participating in our survey. If you have any further comments please enter them in comment box below. If you wish for a reply, further information or to be updated on the progress of this project, please leave an email address. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Heritage Management,,Honours,,ANU,1993,20+,ACT/NSW,NSW,NSW South Coast,Hunter Valley,Pleistocene ,Holocene,Post Contact,Indigenous,CHM,Legislation,surface survey,excavation,,,,open sites (lithics),burials,Indigenous post contact sites and places,shell middens,rock shelters,,,,,,,Prehistory of Australia (Mulvaney & Kamminga),,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Heritage Management,,Honours,,ANU,2006,6-10,NSW,"Sydney Basin, Hunter Valley, the Kimbelrey and sandstone geologies generally",,,Na - my expertise is not a time period,,,"Archaeometry (Archaeological Science), rock art research, geochemistry, sandstone geomorphology",,,"Archaeological Science (SEM including EDS, XRD, PIXIE/PIGE, pXRF, Synchrotron Powder Diffraction), rock art recording and ananlysis and excavation",,,,,"rock shelters, ochre, rock art (including associated mineral accretions)",,,,,Yes,"mostly geochem ter,s sicuh as standard reference materials (from NIST) - and terms asoicated with the various techniques from the physical sciences that I use (XRD, SEM, Synchrotron PD, PIXE, pXRF etc.)",,,,,"current peer reviewed publications and some stanard texts on Archaeological Chemistry (such as Pollard, A. and Carl Heron (2008). Archaeological Chemistry (2nd ed.). Cambridge: The Royal Scoiety of Chemistery) and text to do with spesific archaeomtric applications of techniques (such as P. J. and West Potts, M. (Ed.), Portable X-Ray Flourescence Spectrometry: Capabilities for In Situ Analysis (pp. 1-12). Cambridge: The Royal Sociatey of Chemistry: RSC Publishing and M. S. Shackley (Ed.), X-Ray Flourescence Spectrometry (XRF) in Geoarchaeology, Springer NY).",,,,,yes - mostly peer review publications which have been superseeded in the current discorse and this is because the academics teaching the undergraduate corse are lazy and have not kept up to date,,,,,Often,Sometimes,No,Yes,No,No,Yes,No,,data repositories such as the MURR reactor geochemical data base,Professional Mentor,Individual Research,Institutional Training,Fieldwork,Organisation/Company,,,,Journal Articles,Textbooks,Monographs,Handbooks,Workshops,Conference Papers,Reports,,,,No, ,,Yes,"however a lot of the terms I use that oth archaeologist question are well acepted in chemistry, geology, geomorphology etc anf in those cases I will not compromise","All of the terms within my own lexicon are part of a wider, accepted vocabulary.",indurated and silcification in relation to lithic artefacts,,,,,in the case of clasifing raw materials miss-atribution of a raw material (such as hornfelds for quartzite) can lead to a miss-atribution of likely source locations and hence influence the interpretation of a lithic dataset,Rarely,Often,Sometimes,Often,Rarely,Agree,Agree,Agree,Agree,current peer reviewed publications,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,University,,Doctorate,,La Trobe University,2005,11-15,"Victoria, Australia",SW Tasmania,NW Victoria,,Pleistocene,,,Zooarchaeology,Archaeological Sciences,,zooarchaeology,modern faunal experimentation,megafauna analysis,vertebrate palaeontology,,rock shelters,open sites,middens,vertebrate faunal remains ,shell analysis,No,,,,,,,,,,,,,,,,Always,Sometimes,No,No,No,No,Yes,No,,,Individual Research,Professional Mentor,Institutional Training,Fieldwork,,,,,Monographs,Journal Articles,Handbooks,Textbooks,,,,,,,No, ,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Rarely,Rarely,Rarely,Rarely,Often,Agree,Agree,Agree,Agree,"Lyman, 1994, Vertebrate Taphonomy, textbook ",,,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,University,,Doctorate,,UNSW,1977,20+,New South Wales,Australia wide,,,Pleistovene Holocene,,,Archaeological science,,,geoarchaeology ,surface survey,excavation,data analysis and and synthesis,reporting (for publication & consulting reports),rock shelters shell middens surface artefact concentrations,stone artefact raw materials,prehistoric agricultural field systems in New Guinea,,,,,,,,,,,,,,,,,,,Often,Often,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Heritage Management,,Honours,,ANU,1996,16-20,New South Wales ,"NEw South Wales, Southern Tablelands ",,,Holocene,,,Indigenous,,,Excavation,Surface Survey ,,,,lithics,"shell middens,",rock shelters,,,Yes,Holdaway and Stern ( 2004) A record in Stone ,BUrke and Smith (2004) Archaeologists Field Handbook,,,,,,,,,,,,,,Rarely,Sometimes,No,No,Yes,No,No,No,,Hiscock - recording attributes in the field article ,Organisation/Company,Fieldwork,Institutional Training,,,,,,Handbooks,Journal Articles,Reports,Conference Papers,,,,,,,Not sure, ,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Rarely,Rarely,Never,Never,Never,Strongly Agree,Strongly Agree,Agree,Agree,,,,At data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Heritage Management,,Honours,,UWA,1992,20+,"Western Australia, Australia",Pilbara,Murchison,Goldfields,Pleistocene,Holocene,,Cultural Heritage Management,Indigenous,,surface survey,lithic analysis & Interpretation,,,,lithics - artefact scatters & quarries,rock shelters,shell middens,engravings,,Yes,,,,,,,,,,,,,,,,Always,Often,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Heritage Management,,Doctorate,,University of Pittsburgh,2000,20+,Western Australia,Southeastern United States,Northwestern United States,"Great Plains, United States",Late Prehistoric,19th Century,Archaic,Historical,Cultural Heritage Management,Indigenous,GIS and spatial analysis,excavation,predictive modelling,surface survey,statistics,perishables,shell middens,historics,lithics,,Yes,"Wesley Salmon (1998), Causality and Explanation, book",,,,,,,,,,,,,,,Often,Rarely,No,No,No,No,No,No,,,Individual Research,Fieldwork,Professional Mentor,Institutional Training,Organisation/Company,,,,Conference Papers,Journal Articles,Workshops,Reports,Monographs,Textbooks,Recording Forms,,,,Yes,Minor,"Confusion over the meaning of certain terms prevents archaeologists from fully understanding the nature of their assumptions. For example, most archaeologists have a flawed definition of the term ""deterministic"". ",Yes,,"Some of the terms within my own lexicon are part of a wider, accepted vocabulary.",Interpretative,Deterministic,Explanation,Environment,Behaviour,"In both the UK and Australia the use of the term ""interpretive"" implies a post-processualist agenda; where there is often a rejection of quantitative analysis and the term typically refers to the ephemeral (or non-quantifiable) part of the argument being made. In contrast, to me, interpretive implies that the author is making a detailed argument of causality and illustrates the concept without any reference to the post-processual/processual debate.",Often,Sometimes,Rarely,Sometimes,Often,Moderately Agree,Moderately Agree,Agree,Agree,,,,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Heritage Management,,Honours,,University of Western Australia,1994,20+,Western Australia,South Western Western Australia (Noongar Country)  and more generally most parts of Western Australia,,,,,,"Indigenous Heritage, Cultural Heritage Management",,,"Field Survey excavation, interpretation",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Heritage Management,,Honours,,UQ,2010,1-5,Western Australia,Midwest,Pilbara,,Pleistocene,Holocene,Late Holocene,Aboriginal Cultural Heritage Management,Theoretical archaeology,Landscape,Surface survey,Landscape interpretation,Community engagement,,,Artefact scatters,rockshelters,,,,,,,,,,,,,,,,,,,,Rarely,Never,No,Yes,No,No,No,No,,Status quo of heritage recording in WA,Fieldwork,Organisation/Company,Other,Professional Mentor,Individual Research,Institutional Training,Government Institution,Input from Aboriginal people,Monographs,Journal Articles,Recording Forms,Reports,Workshops,,,,,,Yes,Minor,,No,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Chert,,,,,Most archaeologists don't know anything about lithology. Therefore their recording is meaningless.,Never,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Moderately Agree,Agree,Moderately Agree,Past reports,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Government Institution,,Honours,,Australian National University,1996,16-20,"Victoria, Australia",Western Victoria,,,Pleistocene and Holocene,,,"Heritage legislation, Indigenous, Cultural Heritage Management",,,"Surface survey, excavation",,,,,"Lithics, scarred tree analysis, rock art, shell middens",,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,I am still studying,,Bachelors,,James Cook University,2013,I am currently studying.,"Queensland, Australia",None,,,None,,,None,,,None,,,,,None,,,,,No,,,,,,,,,,,,,,,,Always,Sometimes,No,Yes,No,No,Yes,No,,,Fieldwork,Individual Research,Professional Mentor,Institutional Training,Organisation/Company,Government Institution,,,Journal Articles,Reports,Conference Papers,Textbooks,,,,,,,Yes,Major,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Heritage Management,,Honours,,University of Western Australia,2003,6-10,"Western Australia, Australia",Pilbara,,,Pleistocene,Holocene,,Indigenous,Cultural Heritage Management,Community engagement,Surface survey,Significance Assessment,Conservation,,,Bone artefacts,Rock Art,Stone artefact scatters,Shell Middens,Rock Shelters,Yes,"Bowdler, S.  1984.  Archaeological significance as a mutable quality.  In S. Sullivan and S. Bowdler (eds), Site Surveys and Significance Assessment in Australian Archaeology: Proceedings of the 1981 Springwood Conference on Australian Prehistory pp 1 – 9.  Canberra: Australian National University.","Brown, S.  2008.  Mute or mutable?  Archaeological significance, research and cultural heritage management in Australia.  Australian Archaeology 76: 19 – 30.","Burke, H. and Smith, C.  2004.  The Archaeologists Field Handbook.  Crows Nest: Allen and Unwin.",ICOMOS Australia.  1981.  Burra Charter,,,,,,,,,,,,Sometimes,Sometimes,No,No,No,No,No,No,,,Fieldwork,Institutional Training,Individual Research,Organisation/Company,Professional Mentor,,,,Workshops,Handbooks,Recording Forms,Textbooks,Reports,Conference Papers,Journal Articles,Monographs,,,Yes,Minor,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",,Point,Blade,,,"Not so much how the terms are defined, but how they are applied in the field.",Sometimes,Rarely,Rarely,Rarely,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,I am still studying,,Honours,,University of Western Australia (twice at same level in different degrees),2010,I am currently studying.,Western Australia,"The Kimberley, Western Australia","The Pilbara, Western Australia","Not really a relevant question, we do not really restrict our arcaheology by region, but most of my work has been done in these regions, but also in Torres Strait, Madagascar and South Western Australia","Not relevant.  We study and research on the people not the time and do not confine outselves to chnronolgical, particularly western periods",,,"Not relevant either, unless you have worked for 40 years in a single area.  The main areas in which I work are Indigenous, Cultural Contact, Historical and rock art (the latter being the focus of my PhD)",,,see answer to above,,,,,see answer to question 9,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,,"who knows, jsut things that people have developed over time with thier own headings.  I find it much easier to develop my own as they suit the quesiton.  this is the case with many arcaheologists I have worked with.",Fieldwork,Institutional Training,Individual Research,Professional Mentor,,,,,Recording Forms,Reports,Handbooks,Workshops,,,,,,,Yes,Minor,,Not sure,,,unit versus context,,,,,,No answer,No answer,No answer,No answer,,,,,,"seriously, if you want me to answer these types of questions you need to pay me for my time.   I simply don't have the time to look up these things and arcaheologists and teachers don't work like that.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Heritage Management,,Honours,,Flinders University,2005,6-10,South Australia,,,,,,,Indigenous Archaeology. Critical Heritage Studies,,,Surface survey. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,University,,Doctorate,,ANU,1987,20+,"Queensland, Australia",Australia,Pacific,Asia,prehistoric period,,,Indigenous,Cultural Heritage,,survey/mapping,excavation,ceramic analysis,midden analysis,community collaboration,ceramics,shell middens,rockshelters,caves,open sites,Yes,current journals and books,classic journal articles and books,,,,current journals and books,classic journal articles and books,,,,,,,,,Sometimes,Sometimes,No,No,No,No,No,No,I do what is most appropriate in each case,depends on what I am doing,Individual Research,Professional Mentor,Institutional Training,Fieldwork,,,,,Journal Articles,Conference Papers,Workshops,Monographs,Textbooks,Handbooks,,,,,No, ,,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,Agree,journals,monographs,statutory criteria/definitions,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Heritage Management,,Masters,,Deakin University,2008,1-5,South Australia,South East of South Australia,,,Late Holocene,,,Cultural heritage management,,,Surface survey,,,,,Lithics,,,,,,,,,,,,,,,,,,,,,Always,Sometimes,No,No,No,No,No,Yes,,,Institutional Training,,,,,,,,Handbooks,Textbooks,,,,,,,,,Yes,Major,"Terminology used in heritage management differs substantially from archaeological terminology. The absence of standard terminology for use in the museum sector is an issue, especially when curators and managers are from differing disciplines (e.g. archaeology, anthropology, geography and [increasingly] cultural heritage management. ",Not sure,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Most of my negative experiences have been with archaeologists using inadequate or incorrect terminology for Aboriginal cultural objects,,,,,"When inadequate or incorrect terminology is used in a descriptive database, it becomes very difficult to conduct useful searches. There is no thesaurus common to all heritage institutions in Australia that connects and captures all terms.  ",Often,Sometimes,Sometimes,Sometimes,Sometimes,Strongly Disagree,Moderately Disagree,Disagree,Moderately Disagree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Heritage Management,,Honours,,University of Western Australia,2009,1-5,"Western Australia, Australia","Pilbara Region, Western Australia",South West of Western Australia,,Holocene,Pleistocene,Historical,Indigenous Archaeology,Faunal Analysis,Cultural Heritage Management,Zooarchaeology,Surface Survey,,,,Faunal Remains,Lithics,Rock art,Rock shelters,,,,,,,,A Record In Stone for lithics,,,,,,,,,,Often,Often,No,No,No,No,Yes,No,,,Organisation/Company,Institutional Training,Professional Mentor,Individual Research,,,,,Workshops,Recording Forms,Handbooks,Textbooks,Conference Papers,Reports,,,,,Yes,Major,The lack of agreement stymies the development of core vocabulary for projects like FAIHMS!,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Agree,Agree,Agree,Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,University,,Bachelors,,University of New England,1979,20+,"Queensland, Australia","South-east, Central and Far north Queensland, Australia","The Kimberley, Australia","Flores, Indonesia",Pleistocene,Late Holocene,Neolithic,Indigenous,Early Human,Cultural Heritage Management,Excavation,Surface Survey,Remote Sensing,Geomorphology,,Lithics,Rock Shelters,Rock Art,Palaeoanthropological,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,Institutional Training,Fieldwork,Organisation/Company,,,,,,,,,,,,,,,,, ,, ,,,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Other,mining,Honours,,James Cook,2005,6-10,Queensland,Queensland and the Northern Territory,,,Late Holocene,,,"Cultural Heritage Management,",,,surface survey,,,,,lithics,,,,,No,,,,,,,,,,,,,,,,Often,,Yes,No,No,No,No,No,,,Institutional Training,Fieldwork,Individual Research,Organisation/Company,Government Institution,,,,Recording Forms,Reports,Journal Articles,,,,,,,,Not sure, ,,Yes,My employers/clients are not professionals and to assist them in understanding the significance of a site or object may require using common language rather than technical terms,"Some of the terms within my own lexicon are part of a wider, accepted vocabulary.","""Human Remains"" ",,,,,"In designing a Standard Operating Procedure for identifying human bones / indigenous graves etc., my colleague chose the definition of ""skeletal remains"" believing that ""human remains"" indicated that there was a ""body"" involved.  The conflict of terms certainly arose with the definitions of the Act (Criminal Code Act 1899 and Coroners Act 2003 (Qld)",No answer,Rarely,Rarely,Often,Sometimes,Moderately Agree,Agree,Agree,Agree,Government regulations,Organisational Policies and Procedures,Journals (AAA),During writing,,"My job is mainly in the resource industry ensuring cultural heritage items and sites of significance are protected from damage during mining activities.  I tend not to have to analyse the object or site, but rather identify it as having significance.  My reports to the Traditional Owners and management have to be modified to the respective audience.  The emphasis is not what the object/site is but how we can preserve and protect it.  Should you require any further info, please email me:  fay_agee@aapt.net.au",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,University,,Doctorate,,University of Southampton,1984,20+,UK,Australia,,,Pleistocene,Holocene,colonial historical archaeology from AD 1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,University,,Doctorate,,University of Queensland,2004,16-20,Queensland,Queensland,Australia,Pacific,Holocene,Pleistocene,,Indigenous,cultural heritage management,archaeological science,survey,excavation,archaeomalacology,radiocarbon dating,,shell middens,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
